INDEX,AVE,RBI,HR,H,SIN,DOU,TRI,OBP,SLG,OPS,AB_SP,H_SP,AVE_SP,AB_UC,H_UC,AVE_UC,HR_UC,G,PA,AB,R,BB,HBP,P_SB,SB,SR_SB,P_SH,SH,SR_SH,SF,PH,H_PH,AVE_PH,DP,EOB,K
NO1,0.284,7409,1651,14855,10287,2577,310,0.337,0.37,0.707,115,24,0.209,313,85,0.272,2,143,65771,603,76,5702,624,38,1034,0.684,4,1117,1,380,0,0,.---,1175,821,12470
NO2,0.284,7409,1651,14855,10287,2577,310,0.337,0.37,0.707,115,24,0.209,313,85,0.272,2,143,65771,603,76,5702,624,38,1034,0.684,4,1117,1,380,0,0,.---,1175,821,12470
NO3,0.284,7409,1651,14855,10287,2577,310,0.337,0.37,0.707,115,24,0.209,313,85,0.272,2,143,65771,603,76,5702,624,38,1034,0.684,4,1117,1,380,0,0,.---,1175,821,12470
NO4,0.284,7409,1651,14855,10287,2577,310,0.337,0.37,0.707,115,24,0.209,313,85,0.272,2,143,65771,603,76,5702,624,38,1034,0.684,4,1117,1,380,0,0,.---,1175,821,12470
NO5,0.284,7409,1651,14855,10287,2577,310,0.337,0.37,0.707,115,24,0.209,313,85,0.272,2,143,65771,603,76,5702,624,38,1034,0.684,4,1117,1,380,0,0,.---,1175,821,12470
NO6,0.284,7409,1651,14855,10287,2577,310,0.337,0.37,0.707,115,24,0.209,313,85,0.272,2,143,65771,603,76,5702,624,38,1034,0.684,4,1117,1,380,0,0,.---,1175,821,12470
NO7,0.284,7409,1651,14855,10287,2577,310,0.337,0.37,0.707,115,24,0.209,313,85,0.272,2,143,65771,603,76,5702,624,38,1034,0.684,4,1117,1,380,0,0,.---,1175,821,12470
NO8,0.284,7409,1651,14855,10287,2577,310,0.337,0.37,0.707,115,24,0.209,313,85,0.272,2,143,65771,603,76,5702,624,38,1034,0.684,4,1117,1,380,0,0,.---,1175,821,12470
NO9,0.284,7409,1651,14855,10287,2577,310,0.337,0.37,0.707,115,24,0.209,313,85,0.272,2,143,65771,603,76,5702,624,38,1034,0.684,4,1117,1,380,0,0,.---,1175,821,12470
