INDEX,AVE,RBI,HR,H,SIN,DOU,TRI,OBP,SLG,OPS,AB_SP,H_SP,AVE_SP,AB_UC,H_UC,AVE_UC,HR_UC,G,PA,AB,R,BB,HBP,P_SB,SB,SR_SB,P_SH,SH,SR_SH,SF,PH,H_PH,AVE_PH,DP,EOB,K
NO1,0.252,27.0,2.0,144.0,119.0,18.0,5.0,0.296,0.312,0.608,94.0,23.0,0.245,321.0,80.0,0.249,1.0,144.0,621.0,571.0,53.0,31.0,5.0,32.0,21.0,.656,16.0,13.0,.813,1.0,0.0,0.0,.---,4.0,5.0,95.0
NO2,0.263,34.0,0.0,135.0,116.0,15.0,4.0,0.33,0.308,0.638,95.0,26.0,0.274,285.0,72.0,0.253,0.0,144.0,607.0,513.0,62.0,46.0,6.0,41.0,26.0,.634,43.0,40.0,.930,2.0,0.0,0.0,.---,9.0,5.0,103.0
NO3,0.249,61.0,12.0,131.0,89.0,29.0,1.0,0.323,0.376,0.698,136.0,30.0,0.221,290.0,72.0,0.248,7.0,144.0,597.0,527.0,60.0,54.0,6.0,2.0,2.0,1.000,5.0,5.0,1.000,5.0,0.0,0.0,.---,13.0,11.0,105.0
NO4,0.288,77.0,19.0,149.0,104.0,25.0,1.0,0.322,0.45,0.772,145.0,40.0,0.276,271.0,76.0,0.28,6.0,144.0,550.0,518.0,41.0,22.0,6.0,0.0,0.0,.---,0.0,0.0,.---,4.0,0.0,0.0,.---,17.0,5.0,70.0
NO5,0.232,49.0,14.0,118.0,84.0,18.0,2.0,0.305,0.358,0.662,121.0,34.0,0.281,246.0,61.0,0.248,5.0,144.0,571.0,509.0,47.0,52.0,3.0,5.0,0.0,.000,6.0,3.0,.500,4.0,0.0,0.0,.---,9.0,9.0,96.0
NO6,0.22,36.0,5.0,106.0,79.0,21.0,1.0,0.294,0.299,0.593,110.0,23.0,0.209,238.0,52.0,0.218,1.0,144.0,543.0,482.0,32.0,40.0,12.0,9.0,3.0,.333,10.0,6.0,.600,3.0,0.0,0.0,.---,9.0,14.0,100.0
NO7,0.208,31.0,6.0,94.0,73.0,12.0,3.0,0.292,0.288,0.58,101.0,19.0,0.188,208.0,52.0,0.25,3.0,144.0,521.0,452.0,34.0,50.0,5.0,7.0,4.0,.571,14.0,11.0,.786,3.0,0.0,0.0,.---,9.0,8.0,91.0
NO8,0.177,17.0,1.0,68.0,53.0,14.0,0.0,0.239,0.221,0.46,85.0,13.0,0.153,184.0,34.0,0.185,1.0,144.0,430.0,385.0,14.0,25.0,7.0,0.0,0.0,.---,15.0,12.0,.800,1.0,0.0,0.0,.---,12.0,9.0,93.0
NO9,0.15,9.0,0.0,38.0,36.0,1.0,1.0,0.185,0.161,0.346,53.0,9.0,0.17,141.0,20.0,0.142,0.0,144.0,290.0,254.0,15.0,11.0,0.0,1.0,1.0,1.000,38.0,25.0,.658,0.0,0.0,0.0,.---,5.0,9.0,83.0
